noise_step,rho,layer,layer_pos,mean_cosine,n_images,variant,exclude_classifier
400,0.4,features.5.16,25,0.4622397678345441,20,without_classifier,True
400,0.4,features.5.17,26,0.46058779373764996,20,without_classifier,True
400,0.4,features.5.18,27,0.4613938942924142,20,without_classifier,True
400,0.4,features.5.19,28,0.46523908723145724,20,without_classifier,True
400,0.4,features.5.20,29,0.4675791785120964,20,without_classifier,True
400,0.4,features.5.21,30,0.47728144235908987,20,without_classifier,True
400,0.4,features.5.22,31,0.4824622158706188,20,without_classifier,True
400,0.4,features.5.23,32,0.48839826252311463,20,without_classifier,True
400,0.4,features.5.24,33,0.5010919791832567,20,without_classifier,True
400,0.4,features.5.25,34,0.5157495472952723,20,without_classifier,True
400,0.4,features.5.26,35,0.5280072873830794,20,without_classifier,True
400,0.4,features.6,36,0.5953768289461732,20,without_classifier,True
400,0.4,features.7.0,37,0.5979623777791858,20,without_classifier,True
400,0.4,features.7.1,38,0.6056274055689573,20,without_classifier,True
400,0.4,features.7.2,39,0.6108584382012486,20,without_classifier,True
600,0.6,features.0,0,0.19362280551344155,20,without_classifier,True
600,0.6,features.1.0,1,0.2241779494797811,20,without_classifier,True
600,0.6,features.1.1,2,0.19753808391280472,20,without_classifier,True
600,0.6,features.1.2,3,0.16681356664747,20,without_classifier,True
600,0.6,features.2,4,0.16935983177507297,20,without_classifier,True
600,0.6,features.3.0,5,0.16111103605479002,20,without_classifier,True
600,0.6,features.3.1,6,0.15245665496215224,20,without_classifier,True
600,0.6,features.3.2,7,0.1441098488867283,20,without_classifier,True
600,0.6,features.4,8,0.22002581926994025,20,without_classifier,True
600,0.6,features.5.0,9,0.21406852010637523,20,without_classifier,True
600,0.6,features.5.1,10,0.20690532291308045,20,without_classifier,True
600,0.6,features.5.2,11,0.20684281997382642,20,without_classifier,True
600,0.6,features.5.3,12,0.2067434373125434,20,without_classifier,True
600,0.6,features.5.4,13,0.21408669512718914,20,without_classifier,True
600,0.6,features.5.5,14,0.21769703255966305,20,without_classifier,True
600,0.6,features.5.6,15,0.21361607499420643,20,without_classifier,True
600,0.6,features.5.7,16,0.21372112469747662,20,without_classifier,True
600,0.6,features.5.8,17,0.21488738077692687,20,without_classifier,True
600,0.6,features.5.9,18,0.21442995299585163,20,without_classifier,True
600,0.6,features.5.10,19,0.21282513507641854,20,without_classifier,True
600,0.6,features.5.11,20,0.20588409615680575,20,without_classifier,True
600,0.6,features.5.12,21,0.19853798408061266,20,without_classifier,True
600,0.6,features.5.13,22,0.19763526343740523,20,without_classifier,True
600,0.6,features.5.14,23,0.195604167021811,20,without_classifier,True
600,0.6,features.5.15,24,0.19365302251186223,20,without_classifier,True
600,0.6,features.5.16,25,0.19079980723094198,20,without_classifier,True
600,0.6,features.5.17,26,0.18737358681857585,20,without_classifier,True
600,0.6,features.5.18,27,0.18715989920310677,20,without_classifier,True
600,0.6,features.5.19,28,0.18831604231148957,20,without_classifier,True
600,0.6,features.5.20,29,0.18787405394483359,20,without_classifier,True
600,0.6,features.5.21,30,0.19106008351780474,20,without_classifier,True
600,0.6,features.5.22,31,0.19197426637634635,20,without_classifier,True
600,0.6,features.5.23,32,0.19450578912161293,20,without_classifier,True
600,0.6,features.5.24,33,0.2002028869604692,20,without_classifier,True
600,0.6,features.5.25,34,0.20709046963602304,20,without_classifier,True
600,0.6,features.5.26,35,0.2118995507247746,20,without_classifier,True
600,0.6,features.6,36,0.23536689661443236,20,without_classifier,True
600,0.6,features.7.0,37,0.23478192791575564,20,without_classifier,True
600,0.6,features.7.1,38,0.23656141263665634,20,without_classifier,True
600,0.6,features.7.2,39,0.23646270245895723,20,without_classifier,True
800,0.8,features.0,0,0.07985814894098439,20,without_classifier,True
800,0.8,features.1.0,1,0.09314597106305882,20,without_classifier,True
800,0.8,features.1.1,2,0.08740188287309138,20,without_classifier,True
800,0.8,features.1.2,3,0.07538956584583503,20,without_classifier,True
800,0.8,features.2,4,0.06369801812921651,20,without_classifier,True
800,0.8,features.3.0,5,0.058684658870333806,20,without_classifier,True
800,0.8,features.3.1,6,0.057136238139355554,20,without_classifier,True
800,0.8,features.3.2,7,0.05275935251847841,20,without_classifier,True
800,0.8,features.4,8,0.07914387900033035,20,without_classifier,True
800,0.8,features.5.0,9,0.07390404596342705,20,without_classifier,True
800,0.8,features.5.1,10,0.06796530018822523,20,without_classifier,True
800,0.8,features.5.2,11,0.0660289009049302,20,without_classifier,True
800,0.8,features.5.3,12,0.06490831592469476,20,without_classifier,True
800,0.8,features.5.4,13,0.0671915211436135,20,without_classifier,True
800,0.8,features.5.5,14,0.06694617676752387,20,without_classifier,True
800,0.8,features.5.6,15,0.06508293493126985,20,without_classifier,True
800,0.8,features.5.7,16,0.06294421162107028,20,without_classifier,True
800,0.8,features.5.8,17,0.06126355086104013,20,without_classifier,True
800,0.8,features.5.9,18,0.05973361281532561,20,without_classifier,True
800,0.8,features.5.10,19,0.05730798060889356,20,without_classifier,True
800,0.8,features.5.11,20,0.05451067197427619,20,without_classifier,True
800,0.8,features.5.12,21,0.05242904456681572,20,without_classifier,True
800,0.8,features.5.13,22,0.051269717996474354,20,without_classifier,True
800,0.8,features.5.14,23,0.050319299298571415,20,without_classifier,True
800,0.8,features.5.15,24,0.047961682628374545,20,without_classifier,True
800,0.8,features.5.16,25,0.04739956563455053,20,without_classifier,True
800,0.8,features.5.17,26,0.04536206346005202,20,without_classifier,True
800,0.8,features.5.18,27,0.0458131219423376,20,without_classifier,True
800,0.8,features.5.19,28,0.04577668819052633,20,without_classifier,True
800,0.8,features.5.20,29,0.04491245393641293,20,without_classifier,True
800,0.8,features.5.21,30,0.04500072698487202,20,without_classifier,True
800,0.8,features.5.22,31,0.04483277638850268,20,without_classifier,True
800,0.8,features.5.23,32,0.046698906766832804,20,without_classifier,True
800,0.8,features.5.24,33,0.04808936621091561,20,without_classifier,True
800,0.8,features.5.25,34,0.05011427179531893,20,without_classifier,True
800,0.8,features.5.26,35,0.050646208499092606,20,without_classifier,True
800,0.8,features.6,36,0.04244120915114763,20,without_classifier,True
800,0.8,features.7.0,37,0.04189830988732865,20,without_classifier,True
800,0.8,features.7.1,38,0.040626867734390545,20,without_classifier,True
800,0.8,features.7.2,39,0.0379939334464143,20,without_classifier,True
999,0.999,features.0,0,0.013894275276106783,20,without_classifier,True
999,0.999,features.1.0,1,0.027211759553174487,20,without_classifier,True
999,0.999,features.1.1,2,0.0447485817654524,20,without_classifier,True
999,0.999,features.1.2,3,0.04228898721048609,20,without_classifier,True
999,0.999,features.2,4,0.034043700043694114,20,without_classifier,True
999,0.999,features.3.0,5,0.03167578958556987,20,without_classifier,True
999,0.999,features.3.1,6,0.033153828773647545,20,without_classifier,True
999,0.999,features.3.2,7,0.032438263712101616,20,without_classifier,True
999,0.999,features.4,8,0.04199371318885824,20,without_classifier,True
999,0.999,features.5.0,9,0.03936602999456227,20,without_classifier,True
999,0.999,features.5.1,10,0.03622848275932483,20,without_classifier,True
999,0.999,features.5.2,11,0.035791102452203634,20,without_classifier,True
999,0.999,features.5.3,12,0.035753302736848125,20,without_classifier,True
999,0.999,features.5.4,13,0.037213194310897965,20,without_classifier,True
999,0.999,features.5.5,14,0.03639474334951956,20,without_classifier,True
999,0.999,features.5.6,15,0.03606114842928946,20,without_classifier,True
999,0.999,features.5.7,16,0.03458112969761714,20,without_classifier,True
999,0.999,features.5.8,17,0.03323202386382036,20,without_classifier,True
999,0.999,features.5.9,18,0.032124490503920244,20,without_classifier,True
999,0.999,features.5.10,19,0.031189676915528253,20,without_classifier,True
999,0.999,features.5.11,20,0.030095285550924018,20,without_classifier,True
999,0.999,features.5.12,21,0.029710865748347713,20,without_classifier,True
999,0.999,features.5.13,22,0.029128502975800073,20,without_classifier,True
999,0.999,features.5.14,23,0.029398974354262464,20,without_classifier,True
999,0.999,features.5.15,24,0.028165592668228785,20,without_classifier,True
999,0.999,features.5.16,25,0.028147804714972153,20,without_classifier,True
999,0.999,features.5.17,26,0.027096360189025292,20,without_classifier,True
999,0.999,features.5.18,27,0.027959517771378162,20,without_classifier,True
999,0.999,features.5.19,28,0.027879059149418028,20,without_classifier,True
999,0.999,features.5.20,29,0.027255745014408604,20,without_classifier,True
999,0.999,features.5.21,30,0.027588367877178825,20,without_classifier,True
999,0.999,features.5.22,31,0.027630329310195524,20,without_classifier,True
999,0.999,features.5.23,32,0.02926444543059915,20,without_classifier,True
999,0.999,features.5.24,33,0.030442225671140476,20,without_classifier,True
999,0.999,features.5.25,34,0.031896578544983636,20,without_classifier,True
999,0.999,features.5.26,35,0.031839477953035385,20,without_classifier,True
999,0.999,features.6,36,0.022713570116320626,20,without_classifier,True
999,0.999,features.7.0,37,0.022932004474278074,20,without_classifier,True
999,0.999,features.7.1,38,0.021517198914662004,20,without_classifier,True
999,0.999,features.7.2,39,0.019596548590925522,20,without_classifier,True
