noise_step,rho,layer,layer_pos,mean_cosine,n_images,variant,exclude_classifier
100,0.1,features.0,0,0.7594994132310845,20,without_classifier,True
100,0.1,features.1.0,1,0.6989467193844707,20,without_classifier,True
100,0.1,features.1.1,2,0.6635634027442266,20,without_classifier,True
100,0.1,features.1.2,3,0.6110221027073472,20,without_classifier,True
100,0.1,features.2,4,0.6786043119887972,20,without_classifier,True
100,0.1,features.3.0,5,0.6710084435745727,20,without_classifier,True
100,0.1,features.3.1,6,0.6497895297061566,20,without_classifier,True
100,0.1,features.3.2,7,0.643698157805343,20,without_classifier,True
100,0.1,features.4,8,0.7582684783187024,20,without_classifier,True
100,0.1,features.5.0,9,0.7581475226685058,20,without_classifier,True
100,0.1,features.5.1,10,0.7608491246215132,20,without_classifier,True
100,0.1,features.5.2,11,0.7664171911464182,20,without_classifier,True
100,0.1,features.5.3,12,0.7711408632051113,20,without_classifier,True
100,0.1,features.5.4,13,0.7795898960759473,20,without_classifier,True
100,0.1,features.5.5,14,0.7884742347390152,20,without_classifier,True
100,0.1,features.5.6,15,0.78854652561282,20,without_classifier,True
100,0.1,features.5.7,16,0.7934647255706233,20,without_classifier,True
100,0.1,features.5.8,17,0.7989654998432758,20,without_classifier,True
100,0.1,features.5.9,18,0.8012730381072954,20,without_classifier,True
100,0.1,features.5.10,19,0.8054710503539374,20,without_classifier,True
100,0.1,features.5.11,20,0.803738301819147,20,without_classifier,True
100,0.1,features.5.12,21,0.8019182999743972,20,without_classifier,True
100,0.1,features.5.13,22,0.8017608921846678,20,without_classifier,True
100,0.1,features.5.14,23,0.8042434418866801,20,without_classifier,True
100,0.1,features.5.15,24,0.8066987959091053,20,without_classifier,True
100,0.1,features.5.16,25,0.8073419687692509,20,without_classifier,True
100,0.1,features.5.17,26,0.8088513520859009,20,without_classifier,True
100,0.1,features.5.18,27,0.8101342160188875,20,without_classifier,True
100,0.1,features.5.19,28,0.812798709924831,20,without_classifier,True
100,0.1,features.5.20,29,0.8148780589006668,20,without_classifier,True
100,0.1,features.5.21,30,0.8202563874374988,20,without_classifier,True
100,0.1,features.5.22,31,0.8238765394313392,20,without_classifier,True
100,0.1,features.5.23,32,0.827051836338154,20,without_classifier,True
100,0.1,features.5.24,33,0.8338674646907075,20,without_classifier,True
100,0.1,features.5.25,34,0.8412236006467841,20,without_classifier,True
100,0.1,features.5.26,35,0.8476078319549561,20,without_classifier,True
100,0.1,features.6,36,0.8970269708577977,20,without_classifier,True
100,0.1,features.7.0,37,0.8985817670281543,20,without_classifier,True
100,0.1,features.7.1,38,0.9025326864137206,20,without_classifier,True
100,0.1,features.7.2,39,0.9055959085655767,20,without_classifier,True
200,0.2,features.0,0,0.6061470132198024,20,without_classifier,True
200,0.2,features.1.0,1,0.5796290271023046,20,without_classifier,True
200,0.2,features.1.1,2,0.5399714429119359,20,without_classifier,True
200,0.2,features.1.2,3,0.4816028587908849,20,without_classifier,True
200,0.2,features.2,4,0.5447613856922026,20,without_classifier,True
200,0.2,features.3.0,5,0.536932787610137,20,without_classifier,True
200,0.2,features.3.1,6,0.5150585792090582,20,without_classifier,True
200,0.2,features.3.2,7,0.5062248817345371,20,without_classifier,True
200,0.2,features.4,8,0.6347537660870863,20,without_classifier,True
200,0.2,features.5.0,9,0.6331535863591278,20,without_classifier,True
200,0.2,features.5.1,10,0.6339259046367978,20,without_classifier,True
200,0.2,features.5.2,11,0.6393108083813087,20,without_classifier,True
200,0.2,features.5.3,12,0.6441190535296565,20,without_classifier,True
200,0.2,features.5.4,13,0.6549605513603791,20,without_classifier,True
200,0.2,features.5.5,14,0.6660767703004505,20,without_classifier,True
200,0.2,features.5.6,15,0.6649481486781783,20,without_classifier,True
200,0.2,features.5.7,16,0.670543524586636,20,without_classifier,True
200,0.2,features.5.8,17,0.6774292579111846,20,without_classifier,True
200,0.2,features.5.9,18,0.6802830168864001,20,without_classifier,True
200,0.2,features.5.10,19,0.685186069542947,20,without_classifier,True
200,0.2,features.5.11,20,0.6817419154384862,20,without_classifier,True
200,0.2,features.5.12,21,0.6775969742095989,20,without_classifier,True
200,0.2,features.5.13,22,0.6772382678337718,20,without_classifier,True
200,0.2,features.5.14,23,0.6796811281675879,20,without_classifier,True
200,0.2,features.5.15,24,0.6819051617539447,20,without_classifier,True
200,0.2,features.5.16,25,0.6817960636097452,20,without_classifier,True
200,0.2,features.5.17,26,0.6827049710517344,20,without_classifier,True
200,0.2,features.5.18,27,0.6841919059520183,20,without_classifier,True
200,0.2,features.5.19,28,0.6880054038970367,20,without_classifier,True
200,0.2,features.5.20,29,0.6908586787063142,20,without_classifier,True
200,0.2,features.5.21,30,0.6990131027594857,20,without_classifier,True
200,0.2,features.5.22,31,0.70431761973578,20,without_classifier,True
200,0.2,features.5.23,32,0.7094467327102371,20,without_classifier,True
200,0.2,features.5.24,33,0.7198147013109664,20,without_classifier,True
200,0.2,features.5.25,34,0.7313632692953814,20,without_classifier,True
200,0.2,features.5.26,35,0.7413654175193414,20,without_classifier,True
200,0.2,features.6,36,0.8063485011924868,20,without_classifier,True
200,0.2,features.7.0,37,0.8090081738907358,20,without_classifier,True
200,0.2,features.7.1,38,0.8155124143802601,20,without_classifier,True
200,0.2,features.7.2,39,0.8203648380144782,20,without_classifier,True
400,0.4,features.0,0,0.3786461496725678,20,without_classifier,True
400,0.4,features.1.0,1,0.4057944677770138,20,without_classifier,True
400,0.4,features.1.1,2,0.3665790518373251,20,without_classifier,True
400,0.4,features.1.2,3,0.3149245117977262,20,without_classifier,True
400,0.4,features.2,4,0.35266591906547545,20,without_classifier,True
400,0.4,features.3.0,5,0.344889395609498,20,without_classifier,True
400,0.4,features.3.1,6,0.32767840337008236,20,without_classifier,True
400,0.4,features.3.2,7,0.3169519919902086,20,without_classifier,True
400,0.4,features.4,8,0.43999547988176346,20,without_classifier,True
400,0.4,features.5.0,9,0.43584310911595825,20,without_classifier,True
400,0.4,features.5.1,10,0.43229574739933013,20,without_classifier,True
400,0.4,features.5.2,11,0.4359047029167414,20,without_classifier,True
400,0.4,features.5.3,12,0.4397150724381208,20,without_classifier,True
400,0.4,features.5.4,13,0.45212632589042184,20,without_classifier,True
400,0.4,features.5.5,14,0.4630996447056532,20,without_classifier,True
400,0.4,features.5.6,15,0.4600334505736828,20,without_classifier,True
400,0.4,features.5.7,16,0.46469349019229417,20,without_classifier,True
400,0.4,features.5.8,17,0.4717732144147157,20,without_classifier,True
400,0.4,features.5.9,18,0.47451791219413286,20,without_classifier,True
400,0.4,features.5.10,19,0.47868441484868524,20,without_classifier,True
400,0.4,features.5.11,20,0.47210296742618085,20,without_classifier,True
400,0.4,features.5.12,21,0.46408639118075373,20,without_classifier,True
400,0.4,features.5.13,22,0.46351810380816455,20,without_classifier,True
400,0.4,features.5.14,23,0.4641660015285015,20,without_classifier,True
400,0.4,features.5.15,24,0.4644906202703714,20,without_classifier,True
