noise_step,rho,image_name,low_auc_mean,high_auc_mean,gap_high_minus_low
600,0.6,ILSVRC2012_val_00014541,0.05795685931191352,0.12837077679550082,0.0704139174835873
600,0.6,ILSVRC2012_val_00018922,0.1545143915533845,0.1009592100623607,-0.05355518149102381
600,0.6,ILSVRC2012_val_00025924,0.05239578453171998,0.05910593803495673,0.006710153503236747
600,0.6,ILSVRC2012_val_00027450,0.046822839732854234,0.07781699069215876,0.03099415095930453
600,0.6,ILSVRC2012_val_00029063,0.04524112999751135,0.08585477939318904,0.040613649395677694
600,0.6,ILSVRC2012_val_00030419,0.06880356974508807,0.1052293755428788,0.03642580579779073
600,0.6,ILSVRC2012_val_00030425,0.06263355555118566,0.040475924986026555,-0.022157630565159105
600,0.6,ILSVRC2012_val_00035318,0.15287993174147171,0.0852328325692991,-0.06764709917217261
600,0.6,ILSVRC2012_val_00035574,0.05139611355464633,0.045620780659820115,-0.005775332894826214
600,0.6,ILSVRC2012_val_00036158,0.06259351066576589,0.03185133270598211,-0.030742177959783783
600,0.6,ILSVRC2012_val_00041330,0.010942824280442437,0.053989719397398106,0.04304689511695567
600,0.6,ILSVRC2012_val_00048463,0.06592534125751505,0.06308618247883958,-0.0028391587786754657
800,0.8,ILSVRC2012_val_00000487,0.02242310682795748,0.036621636512829965,0.014198529684872487
800,0.8,ILSVRC2012_val_00000681,0.028972196249572636,0.030105526994273532,0.0011333307447008965
800,0.8,ILSVRC2012_val_00000729,0.0460440383288078,0.037802821899424695,-0.008241216429383108
800,0.8,ILSVRC2012_val_00000974,0.03971159178503149,0.04977795183814305,0.01006636005311156
800,0.8,ILSVRC2012_val_00003449,0.03623337759092101,0.041191727190637406,0.004958349599716395
800,0.8,ILSVRC2012_val_00005130,0.02435328263416886,0.030791176288888288,0.006437893654719428
800,0.8,ILSVRC2012_val_00006808,0.04734734835785154,0.01922563945193057,-0.02812170890592097
800,0.8,ILSVRC2012_val_00010733,0.030388937766372692,0.03639935760928589,0.0060104198429132005
800,0.8,ILSVRC2012_val_00014541,0.022730980825877243,0.0468091067999194,0.024078125974042155
800,0.8,ILSVRC2012_val_00018922,0.046532325866573944,0.04911276953155175,0.0025804436649778037
800,0.8,ILSVRC2012_val_00025924,0.03071863467058089,0.04298258898796242,0.012263954317381531
800,0.8,ILSVRC2012_val_00027450,0.024440336521642163,0.056275332924386016,0.031834996402743856
800,0.8,ILSVRC2012_val_00029063,0.028962376703881697,0.05094243843552734,0.021980061731645646
800,0.8,ILSVRC2012_val_00030419,0.03150974711970533,0.04697670015361897,0.015466953033913641
800,0.8,ILSVRC2012_val_00030425,0.03852431077085202,0.0326971202964002,-0.005827190474451821
800,0.8,ILSVRC2012_val_00035318,0.03604895292389362,0.032249230122843676,-0.00379972280104994
800,0.8,ILSVRC2012_val_00035574,0.018287791220092914,0.03857858421691344,0.020290792996820524
800,0.8,ILSVRC2012_val_00036158,0.03349485411681235,0.019776080045213654,-0.013718774071598695
800,0.8,ILSVRC2012_val_00041330,0.005443621426602478,0.03153592618135735,0.026092304754754873
800,0.8,ILSVRC2012_val_00048463,0.030659233369102975,0.03925965032372914,0.008600416954626166
999,0.999,ILSVRC2012_val_00000487,0.014874134516741225,0.03433352332210052,0.019459388805359294
999,0.999,ILSVRC2012_val_00000681,0.025217054481249463,0.028631506800030668,0.0034144523187812047
999,0.999,ILSVRC2012_val_00000729,0.03972485774835028,0.03552079409935201,-0.004204063648998273
999,0.999,ILSVRC2012_val_00000974,0.03705236102964651,0.04922082131670322,0.012168460287056704
999,0.999,ILSVRC2012_val_00003449,0.028961668400811807,0.040213202701658395,0.011251534300846588
999,0.999,ILSVRC2012_val_00005130,0.028882406044479763,0.02993258918150483,0.001050183137025068
999,0.999,ILSVRC2012_val_00006808,0.038893083722544054,0.018769208342962276,-0.02012387537958178
999,0.999,ILSVRC2012_val_00010733,0.020595233775384258,0.02934745030621222,0.008752216530827962
999,0.999,ILSVRC2012_val_00014541,0.016560516838430586,0.04386137978697663,0.027300862948546042
999,0.999,ILSVRC2012_val_00018922,0.020736453626537695,0.04007079393007249,0.019334340303534796
999,0.999,ILSVRC2012_val_00025924,0.027628805173725898,0.04088124819088262,0.01325244301715672
999,0.999,ILSVRC2012_val_00027450,0.019296233376973154,0.05203230904845987,0.03273607567148672
999,0.999,ILSVRC2012_val_00029063,0.024318555053488428,0.04960321330704028,0.025284658253551855
999,0.999,ILSVRC2012_val_00030419,0.025755313101535043,0.04312093961747208,0.017365626515937035
999,0.999,ILSVRC2012_val_00030425,0.03655472350025472,0.03306031460741845,-0.0034944088928362677
999,0.999,ILSVRC2012_val_00035318,0.03241127159440658,0.028536803401841716,-0.0038744681925648623
999,0.999,ILSVRC2012_val_00035574,0.01656183167191921,0.03854401882421613,0.021982187152296922
999,0.999,ILSVRC2012_val_00036158,0.0268889576990429,0.018913242683202654,-0.007975715015840247
999,0.999,ILSVRC2012_val_00041330,0.003391633115631221,0.030167294677288736,0.026775661561657515
999,0.999,ILSVRC2012_val_00048463,0.02773376297015542,0.03914907441235846,0.011415311442203039
