noise_step,rho,image_name,layer,layer_idx,auc
100,0.1,ILSVRC2012_val_00000681,features.5.13,22,0.46209281432777644
100,0.1,ILSVRC2012_val_00000681,features.5.14,23,0.46165873609930275
100,0.1,ILSVRC2012_val_00000681,features.5.15,24,0.46312224155962467
100,0.1,ILSVRC2012_val_00000681,features.5.16,25,0.4597105032235384
100,0.1,ILSVRC2012_val_00000681,features.5.17,26,0.4629574352562427
100,0.1,ILSVRC2012_val_00000681,features.5.18,27,0.4644855852276087
100,0.1,ILSVRC2012_val_00000681,features.5.19,28,0.4729443553611636
100,0.1,ILSVRC2012_val_00000681,features.5.20,29,0.48241853091418746
100,0.1,ILSVRC2012_val_00000681,features.5.21,30,0.5117488794535399
100,0.1,ILSVRC2012_val_00000681,features.5.22,31,0.5199622804597019
100,0.1,ILSVRC2012_val_00000681,features.5.23,32,0.5262976730465889
100,0.1,ILSVRC2012_val_00000681,features.5.24,33,0.5486833603873849
100,0.1,ILSVRC2012_val_00000681,features.5.25,34,0.5684768156915903
100,0.1,ILSVRC2012_val_00000681,features.5.26,35,0.5893546885646881
100,0.1,ILSVRC2012_val_00000681,features.6,36,0.6613479173481465
100,0.1,ILSVRC2012_val_00000681,features.7.0,37,0.6635785950198769
100,0.1,ILSVRC2012_val_00000681,features.7.1,38,0.6762858493953944
100,0.1,ILSVRC2012_val_00000681,features.7.2,39,0.6833387293562294
100,0.1,ILSVRC2012_val_00000681,classifier,40,0.8788669715672732
100,0.1,ILSVRC2012_val_00000729,features.0,0,0.40926667803936573
100,0.1,ILSVRC2012_val_00000729,features.1.0,1,0.4328330458245998
100,0.1,ILSVRC2012_val_00000729,features.1.1,2,0.38368964308394593
100,0.1,ILSVRC2012_val_00000729,features.1.2,3,0.3202898563649246
100,0.1,ILSVRC2012_val_00000729,features.2,4,0.3775176317658535
100,0.1,ILSVRC2012_val_00000729,features.3.0,5,0.3812661525358294
100,0.1,ILSVRC2012_val_00000729,features.3.1,6,0.37344515110380777
100,0.1,ILSVRC2012_val_00000729,features.3.2,7,0.35971056639597165
100,0.1,ILSVRC2012_val_00000729,features.4,8,0.5013848819402935
100,0.1,ILSVRC2012_val_00000729,features.5.0,9,0.4987166785372378
100,0.1,ILSVRC2012_val_00000729,features.5.1,10,0.5068937516236721
100,0.1,ILSVRC2012_val_00000729,features.5.2,11,0.5129961423756946
100,0.1,ILSVRC2012_val_00000729,features.5.3,12,0.5162610677431663
100,0.1,ILSVRC2012_val_00000729,features.5.4,13,0.522463281693015
100,0.1,ILSVRC2012_val_00000729,features.5.5,14,0.5326241469692525
100,0.1,ILSVRC2012_val_00000729,features.5.6,15,0.5342608241750404
100,0.1,ILSVRC2012_val_00000729,features.5.7,16,0.5441764289732416
100,0.1,ILSVRC2012_val_00000729,features.5.8,17,0.5593826492326897
100,0.1,ILSVRC2012_val_00000729,features.5.9,18,0.5693905246132509
100,0.1,ILSVRC2012_val_00000729,features.5.10,19,0.5882334456259082
100,0.1,ILSVRC2012_val_00000729,features.5.11,20,0.5890633394529653
100,0.1,ILSVRC2012_val_00000729,features.5.12,21,0.578180365249168
100,0.1,ILSVRC2012_val_00000729,features.5.13,22,0.5847274452776063
100,0.1,ILSVRC2012_val_00000729,features.5.14,23,0.5837260551529568
100,0.1,ILSVRC2012_val_00000729,features.5.15,24,0.5849422427764812
100,0.1,ILSVRC2012_val_00000729,features.5.16,25,0.5793973921350268
100,0.1,ILSVRC2012_val_00000729,features.5.17,26,0.5760129181299445
100,0.1,ILSVRC2012_val_00000729,features.5.18,27,0.5715829180648161
100,0.1,ILSVRC2012_val_00000729,features.5.19,28,0.5706972779301882
100,0.1,ILSVRC2012_val_00000729,features.5.20,29,0.5676930610834859
100,0.1,ILSVRC2012_val_00000729,features.5.21,30,0.5723011943224211
100,0.1,ILSVRC2012_val_00000729,features.5.22,31,0.5753156649539983
100,0.1,ILSVRC2012_val_00000729,features.5.23,32,0.5725955431610172
100,0.1,ILSVRC2012_val_00000729,features.5.24,33,0.5798366601983129
100,0.1,ILSVRC2012_val_00000729,features.5.25,34,0.5877855079923258
100,0.1,ILSVRC2012_val_00000729,features.5.26,35,0.5916771816048164
100,0.1,ILSVRC2012_val_00000729,features.6,36,0.6607912796159816
100,0.1,ILSVRC2012_val_00000729,features.7.0,37,0.660204873412397
100,0.1,ILSVRC2012_val_00000729,features.7.1,38,0.657925495463575
100,0.1,ILSVRC2012_val_00000729,features.7.2,39,0.6619264841677838
100,0.1,ILSVRC2012_val_00000729,classifier,40,0.8906878016556419
100,0.1,ILSVRC2012_val_00000974,features.0,0,0.34363139661252495
100,0.1,ILSVRC2012_val_00000974,features.1.0,1,0.36460624815821646
100,0.1,ILSVRC2012_val_00000974,features.1.1,2,0.3366174356088042
100,0.1,ILSVRC2012_val_00000974,features.1.2,3,0.2998145502567291
100,0.1,ILSVRC2012_val_00000974,features.2,4,0.33664857936203485
100,0.1,ILSVRC2012_val_00000974,features.3.0,5,0.33285726595520976
100,0.1,ILSVRC2012_val_00000974,features.3.1,6,0.3238593209981918
100,0.1,ILSVRC2012_val_00000974,features.3.2,7,0.3096407384201884
100,0.1,ILSVRC2012_val_00000974,features.4,8,0.4455863414466381
100,0.1,ILSVRC2012_val_00000974,features.5.0,9,0.4479846479833126
100,0.1,ILSVRC2012_val_00000974,features.5.1,10,0.4481746592432261
100,0.1,ILSVRC2012_val_00000974,features.5.2,11,0.4584187391012907
100,0.1,ILSVRC2012_val_00000974,features.5.3,12,0.46615280871391296
100,0.1,ILSVRC2012_val_00000974,features.5.4,13,0.47985277203917504
100,0.1,ILSVRC2012_val_00000974,features.5.5,14,0.48777858158349996
100,0.1,ILSVRC2012_val_00000974,features.5.6,15,0.4891843901127577
100,0.1,ILSVRC2012_val_00000974,features.5.7,16,0.49634780448377136
100,0.1,ILSVRC2012_val_00000974,features.5.8,17,0.5023070293337107
100,0.1,ILSVRC2012_val_00000974,features.5.9,18,0.5075212209522725
100,0.1,ILSVRC2012_val_00000974,features.5.10,19,0.5111949928790331
100,0.1,ILSVRC2012_val_00000974,features.5.11,20,0.5085592929959297
100,0.1,ILSVRC2012_val_00000974,features.5.12,21,0.504236902949214
100,0.1,ILSVRC2012_val_00000974,features.5.13,22,0.5076853100150823
100,0.1,ILSVRC2012_val_00000974,features.5.14,23,0.5067940562069415
100,0.1,ILSVRC2012_val_00000974,features.5.15,24,0.5127987505793572
100,0.1,ILSVRC2012_val_00000974,features.5.16,25,0.515549155434966
100,0.1,ILSVRC2012_val_00000974,features.5.17,26,0.5240415777981282
100,0.1,ILSVRC2012_val_00000974,features.5.18,27,0.5226100210696458
100,0.1,ILSVRC2012_val_00000974,features.5.19,28,0.5281577495962382
100,0.1,ILSVRC2012_val_00000974,features.5.20,29,0.532913674557209
100,0.1,ILSVRC2012_val_00000974,features.5.21,30,0.5508487341225147
100,0.1,ILSVRC2012_val_00000974,features.5.22,31,0.5586777380287647
100,0.1,ILSVRC2012_val_00000974,features.5.23,32,0.568047478544712
100,0.1,ILSVRC2012_val_00000974,features.5.24,33,0.5877223620414734
100,0.1,ILSVRC2012_val_00000974,features.5.25,34,0.6093002532541751
100,0.1,ILSVRC2012_val_00000974,features.5.26,35,0.6326286384969949
100,0.1,ILSVRC2012_val_00000974,features.6,36,0.7147656226307154
100,0.1,ILSVRC2012_val_00000974,features.7.0,37,0.7263478402525188
100,0.1,ILSVRC2012_val_00000974,features.7.1,38,0.7440026293724775
100,0.1,ILSVRC2012_val_00000974,features.7.2,39,0.7571344818592072
100,0.1,ILSVRC2012_val_00000974,classifier,40,0.954602633792162
100,0.1,ILSVRC2012_val_00003449,features.0,0,0.5085808131545783
100,0.1,ILSVRC2012_val_00003449,features.1.0,1,0.4244751989260316
100,0.1,ILSVRC2012_val_00003449,features.1.1,2,0.38621614300012586
100,0.1,ILSVRC2012_val_00003449,features.1.2,3,0.35108699029982093
100,0.1,ILSVRC2012_val_00003449,features.2,4,0.38691479922384026
100,0.1,ILSVRC2012_val_00003449,features.3.0,5,0.38724853905439377
100,0.1,ILSVRC2012_val_00003449,features.3.1,6,0.3713061194181442
100,0.1,ILSVRC2012_val_00003449,features.3.2,7,0.36184660940766333
100,0.1,ILSVRC2012_val_00003449,features.4,8,0.4818562641873956
100,0.1,ILSVRC2012_val_00003449,features.5.0,9,0.47853439700156447
100,0.1,ILSVRC2012_val_00003449,features.5.1,10,0.4780380912661552
100,0.1,ILSVRC2012_val_00003449,features.5.2,11,0.4814036259204149
100,0.1,ILSVRC2012_val_00003449,features.5.3,12,0.4822472363367677
100,0.1,ILSVRC2012_val_00003449,features.5.4,13,0.4907315087750554
100,0.1,ILSVRC2012_val_00003449,features.5.5,14,0.5024465902283788
100,0.1,ILSVRC2012_val_00003449,features.5.6,15,0.5038942024439573
100,0.1,ILSVRC2012_val_00003449,features.5.7,16,0.5141326242625713
100,0.1,ILSVRC2012_val_00003449,features.5.8,17,0.5212461883991957
100,0.1,ILSVRC2012_val_00003449,features.5.9,18,0.5275959506034851
100,0.1,ILSVRC2012_val_00003449,features.5.10,19,0.5336412101253867
100,0.1,ILSVRC2012_val_00003449,features.5.11,20,0.5352967499062419
100,0.1,ILSVRC2012_val_00003449,features.5.12,21,0.5287143654122949
100,0.1,ILSVRC2012_val_00003449,features.5.13,22,0.5323917645469307
100,0.1,ILSVRC2012_val_00003449,features.5.14,23,0.530172385443747
100,0.1,ILSVRC2012_val_00003449,features.5.15,24,0.5344924975737929
100,0.1,ILSVRC2012_val_00003449,features.5.16,25,0.5307864808946847
100,0.1,ILSVRC2012_val_00003449,features.5.17,26,0.5330374739363789
100,0.1,ILSVRC2012_val_00003449,features.5.18,27,0.5302783406242728
100,0.1,ILSVRC2012_val_00003449,features.5.19,28,0.5307189260266721
100,0.1,ILSVRC2012_val_00003449,features.5.20,29,0.5338381801873445
100,0.1,ILSVRC2012_val_00003449,features.5.21,30,0.5406153747975827
100,0.1,ILSVRC2012_val_00003449,features.5.22,31,0.5443074732452631
100,0.1,ILSVRC2012_val_00003449,features.5.23,32,0.5486705506086349
100,0.1,ILSVRC2012_val_00003449,features.5.24,33,0.5615929005660116
100,0.1,ILSVRC2012_val_00003449,features.5.25,34,0.573505907805264
100,0.1,ILSVRC2012_val_00003449,features.5.26,35,0.580398461125046
100,0.1,ILSVRC2012_val_00003449,features.6,36,0.6645678857438266
100,0.1,ILSVRC2012_val_00003449,features.7.0,37,0.6628579966977239
100,0.1,ILSVRC2012_val_00003449,features.7.1,38,0.6669908991985023
100,0.1,ILSVRC2012_val_00003449,features.7.2,39,0.6714146370921283
100,0.1,ILSVRC2012_val_00003449,classifier,40,0.8210702450612094
100,0.1,ILSVRC2012_val_00005130,features.0,0,0.5425810883387924
100,0.1,ILSVRC2012_val_00005130,features.1.0,1,0.5725507573783397
100,0.1,ILSVRC2012_val_00005130,features.1.1,2,0.5052313863009215
100,0.1,ILSVRC2012_val_00005130,features.1.2,3,0.4510459635704756
100,0.1,ILSVRC2012_val_00005130,features.2,4,0.49833516763746744
100,0.1,ILSVRC2012_val_00005130,features.3.0,5,0.48437574273645884
100,0.1,ILSVRC2012_val_00005130,features.3.1,6,0.46555542927980426
100,0.1,ILSVRC2012_val_00005130,features.3.2,7,0.4609738175481558
100,0.1,ILSVRC2012_val_00005130,features.4,8,0.5687984440207482
100,0.1,ILSVRC2012_val_00005130,features.5.0,9,0.5650509190201759
100,0.1,ILSVRC2012_val_00005130,features.5.1,10,0.5647392542511225
100,0.1,ILSVRC2012_val_00005130,features.5.2,11,0.5678217979162932
100,0.1,ILSVRC2012_val_00005130,features.5.3,12,0.5714401291906833
100,0.1,ILSVRC2012_val_00005130,features.5.4,13,0.5814338554352523
100,0.1,ILSVRC2012_val_00005130,features.5.5,14,0.5935975207418204
100,0.1,ILSVRC2012_val_00005130,features.5.6,15,0.5901545805096626
100,0.1,ILSVRC2012_val_00005130,features.5.7,16,0.5947846931904555
100,0.1,ILSVRC2012_val_00005130,features.5.8,17,0.5993535446405411
100,0.1,ILSVRC2012_val_00005130,features.5.9,18,0.6036711947321891
100,0.1,ILSVRC2012_val_00005130,features.5.10,19,0.6061895007640123
100,0.1,ILSVRC2012_val_00005130,features.5.11,20,0.5993647107541561
100,0.1,ILSVRC2012_val_00005130,features.5.12,21,0.5908532382428646
100,0.1,ILSVRC2012_val_00005130,features.5.13,22,0.5911927401125431
100,0.1,ILSVRC2012_val_00005130,features.5.14,23,0.5887015414446592
100,0.1,ILSVRC2012_val_00005130,features.5.15,24,0.5915476664170622
100,0.1,ILSVRC2012_val_00005130,features.5.16,25,0.588990109719336
100,0.1,ILSVRC2012_val_00005130,features.5.17,26,0.5871138140588998
100,0.1,ILSVRC2012_val_00005130,features.5.18,27,0.5882140116855502
100,0.1,ILSVRC2012_val_00005130,features.5.19,28,0.5912334578812123
100,0.1,ILSVRC2012_val_00005130,features.5.20,29,0.5943504791080951
100,0.1,ILSVRC2012_val_00005130,features.5.21,30,0.6021550271540881
100,0.1,ILSVRC2012_val_00005130,features.5.22,31,0.6056287616699935
100,0.1,ILSVRC2012_val_00005130,features.5.23,32,0.610281953600049
100,0.1,ILSVRC2012_val_00005130,features.5.24,33,0.6224776756465435
100,0.1,ILSVRC2012_val_00005130,features.5.25,34,0.6336406421661377
100,0.1,ILSVRC2012_val_00005130,features.5.26,35,0.6420146027684213
100,0.1,ILSVRC2012_val_00005130,features.6,36,0.7097679765790701
100,0.1,ILSVRC2012_val_00005130,features.7.0,37,0.7115379705533386
100,0.1,ILSVRC2012_val_00005130,features.7.1,38,0.7172624653309583
100,0.1,ILSVRC2012_val_00005130,features.7.2,39,0.7214287310421467
100,0.1,ILSVRC2012_val_00005130,classifier,40,0.9128048679441214
100,0.1,ILSVRC2012_val_00006808,features.0,0,0.5107910832121969
100,0.1,ILSVRC2012_val_00006808,features.1.0,1,0.5247668595090509
100,0.1,ILSVRC2012_val_00006808,features.1.1,2,0.48938895986378195
100,0.1,ILSVRC2012_val_00006808,features.1.2,3,0.4432378306016326
100,0.1,ILSVRC2012_val_00006808,features.2,4,0.47691708998680116
100,0.1,ILSVRC2012_val_00006808,features.3.0,5,0.46226280387192964
100,0.1,ILSVRC2012_val_00006808,features.3.1,6,0.43340308479964734
100,0.1,ILSVRC2012_val_00006808,features.3.2,7,0.41578681511431936
100,0.1,ILSVRC2012_val_00006808,features.4,8,0.5327492217630148
100,0.1,ILSVRC2012_val_00006808,features.5.0,9,0.5288143178403377
100,0.1,ILSVRC2012_val_00006808,features.5.1,10,0.516728547462821
100,0.1,ILSVRC2012_val_00006808,features.5.2,11,0.5122724930733442
100,0.1,ILSVRC2012_val_00006808,features.5.3,12,0.5059898691385984
100,0.1,ILSVRC2012_val_00006808,features.5.4,13,0.520443814957142
100,0.1,ILSVRC2012_val_00006808,features.5.5,14,0.5232281757712365
100,0.1,ILSVRC2012_val_00006808,features.5.6,15,0.509398058706522
100,0.1,ILSVRC2012_val_00006808,features.5.7,16,0.4970067514061927
100,0.1,ILSVRC2012_val_00006808,features.5.8,17,0.5029459019243717
100,0.1,ILSVRC2012_val_00006808,features.5.9,18,0.5022240224033594
100,0.1,ILSVRC2012_val_00006808,features.5.10,19,0.5040499437421561
100,0.1,ILSVRC2012_val_00006808,features.5.11,20,0.4971038830816746
100,0.1,ILSVRC2012_val_00006808,features.5.12,21,0.4911236193627118
100,0.1,ILSVRC2012_val_00006808,features.5.13,22,0.4882028265357018
100,0.1,ILSVRC2012_val_00006808,features.5.14,23,0.48876791440844536
100,0.1,ILSVRC2012_val_00006808,features.5.15,24,0.4830733204811811
100,0.1,ILSVRC2012_val_00006808,features.5.16,25,0.47561744693219665
100,0.1,ILSVRC2012_val_00006808,features.5.17,26,0.47167745947241785
100,0.1,ILSVRC2012_val_00006808,features.5.18,27,0.4679107949346304
100,0.1,ILSVRC2012_val_00006808,features.5.19,28,0.46747897944003347
100,0.1,ILSVRC2012_val_00006808,features.5.20,29,0.46480837926119567
100,0.1,ILSVRC2012_val_00006808,features.5.21,30,0.465322637796402
100,0.1,ILSVRC2012_val_00006808,features.5.22,31,0.46215340647995473
100,0.1,ILSVRC2012_val_00006808,features.5.23,32,0.4594145138651132
100,0.1,ILSVRC2012_val_00006808,features.5.24,33,0.45744945623576644
100,0.1,ILSVRC2012_val_00006808,features.5.25,34,0.4696697685062885
100,0.1,ILSVRC2012_val_00006808,features.5.26,35,0.47454663071632386
100,0.1,ILSVRC2012_val_00006808,features.6,36,0.47434497223049404
100,0.1,ILSVRC2012_val_00006808,features.7.0,37,0.47255262845009566
100,0.1,ILSVRC2012_val_00006808,features.7.1,38,0.47502830972969534
100,0.1,ILSVRC2012_val_00006808,features.7.2,39,0.4713207723513246
100,0.1,ILSVRC2012_val_00006808,classifier,40,0.7752508374482393
100,0.1,ILSVRC2012_val_00010733,features.0,0,0.39092609739601614
100,0.1,ILSVRC2012_val_00010733,features.1.0,1,0.3894494640894234
100,0.1,ILSVRC2012_val_00010733,features.1.1,2,0.35410465911626815
100,0.1,ILSVRC2012_val_00010733,features.1.2,3,0.313883911165595
100,0.1,ILSVRC2012_val_00010733,features.2,4,0.34869524443447586
100,0.1,ILSVRC2012_val_00010733,features.3.0,5,0.3459985423758626
100,0.1,ILSVRC2012_val_00010733,features.3.1,6,0.3446161296024919
100,0.1,ILSVRC2012_val_00010733,features.3.2,7,0.334658640357852
100,0.1,ILSVRC2012_val_00010733,features.4,8,0.4464643681228161
100,0.1,ILSVRC2012_val_00010733,features.5.0,9,0.4412109799414873
100,0.1,ILSVRC2012_val_00010733,features.5.1,10,0.44078454340547324
100,0.1,ILSVRC2012_val_00010733,features.5.2,11,0.44197272639125584
100,0.1,ILSVRC2012_val_00010733,features.5.3,12,0.4419206553801894
100,0.1,ILSVRC2012_val_00010733,features.5.4,13,0.4480614369213582
100,0.1,ILSVRC2012_val_00010733,features.5.5,14,0.45740393918752664
100,0.1,ILSVRC2012_val_00010733,features.5.6,15,0.45755439082682137
100,0.1,ILSVRC2012_val_00010733,features.5.7,16,0.462316254863143
100,0.1,ILSVRC2012_val_00010733,features.5.8,17,0.4657273726150393
100,0.1,ILSVRC2012_val_00010733,features.5.9,18,0.4702191446751356
100,0.1,ILSVRC2012_val_00010733,features.5.10,19,0.4722901422902942
100,0.1,ILSVRC2012_val_00010733,features.5.11,20,0.46815101168900725
100,0.1,ILSVRC2012_val_00010733,features.5.12,21,0.46071066956669093
100,0.1,ILSVRC2012_val_00010733,features.5.13,22,0.4589618017837406
100,0.1,ILSVRC2012_val_00010733,features.5.14,23,0.4562408207505942
100,0.1,ILSVRC2012_val_00010733,features.5.15,24,0.4604147085636854
100,0.1,ILSVRC2012_val_00010733,features.5.16,25,0.4573814204812049
100,0.1,ILSVRC2012_val_00010733,features.5.17,26,0.45900995575338605
100,0.1,ILSVRC2012_val_00010733,features.5.18,27,0.45970979923307886
100,0.1,ILSVRC2012_val_00010733,features.5.19,28,0.46440944822132585
100,0.1,ILSVRC2012_val_00010733,features.5.20,29,0.4674573418051004
100,0.1,ILSVRC2012_val_00010733,features.5.21,30,0.47366798054426906
100,0.1,ILSVRC2012_val_00010733,features.5.22,31,0.4783317164897919
100,0.1,ILSVRC2012_val_00010733,features.5.23,32,0.4801986095100641
100,0.1,ILSVRC2012_val_00010733,features.5.24,33,0.4879615660071373
100,0.1,ILSVRC2012_val_00010733,features.5.25,34,0.49542968312203883
100,0.1,ILSVRC2012_val_00010733,features.5.26,35,0.5036309196747839
100,0.1,ILSVRC2012_val_00010733,features.6,36,0.5656681013993918
100,0.1,ILSVRC2012_val_00010733,features.7.0,37,0.5698796306729317
100,0.1,ILSVRC2012_val_00010733,features.7.1,38,0.5771617639169098
100,0.1,ILSVRC2012_val_00010733,features.7.2,39,0.5848214406691492
100,0.1,ILSVRC2012_val_00010733,classifier,40,0.7723666629016399
100,0.1,ILSVRC2012_val_00014541,features.0,0,0.4805087821096182
100,0.1,ILSVRC2012_val_00014541,features.1.0,1,0.5190741919189691
100,0.1,ILSVRC2012_val_00014541,features.1.1,2,0.4784300216943026
100,0.1,ILSVRC2012_val_00014541,features.1.2,3,0.42191437778770924
100,0.1,ILSVRC2012_val_00014541,features.2,4,0.5038263102591037
100,0.1,ILSVRC2012_val_00014541,features.3.0,5,0.5066788841366768
100,0.1,ILSVRC2012_val_00014541,features.3.1,6,0.49142186644971375
100,0.1,ILSVRC2012_val_00014541,features.3.2,7,0.48250682111978527
100,0.1,ILSVRC2012_val_00014541,features.4,8,0.5943226723641157
100,0.1,ILSVRC2012_val_00014541,features.5.0,9,0.5898246993005276
100,0.1,ILSVRC2012_val_00014541,features.5.1,10,0.595116906824708
100,0.1,ILSVRC2012_val_00014541,features.5.2,11,0.6035107562631368
100,0.1,ILSVRC2012_val_00014541,features.5.3,12,0.6088199684113264
100,0.1,ILSVRC2012_val_00014541,features.5.4,13,0.6273282439410687
100,0.1,ILSVRC2012_val_00014541,features.5.5,14,0.6438846427500248
100,0.1,ILSVRC2012_val_00014541,features.5.6,15,0.6476508820831777
100,0.1,ILSVRC2012_val_00014541,features.5.7,16,0.6569019788444042
100,0.1,ILSVRC2012_val_00014541,features.5.8,17,0.6603075347661972
100,0.1,ILSVRC2012_val_00014541,features.5.9,18,0.6652115022063256
100,0.1,ILSVRC2012_val_00014541,features.5.10,19,0.6685626801669597
100,0.1,ILSVRC2012_val_00014541,features.5.11,20,0.665343501919508
100,0.1,ILSVRC2012_val_00014541,features.5.12,21,0.6605414338350297
100,0.1,ILSVRC2012_val_00014541,features.5.13,22,0.659499088972807
100,0.1,ILSVRC2012_val_00014541,features.5.14,23,0.6581396577477456
100,0.1,ILSVRC2012_val_00014541,features.5.15,24,0.6614190378069877
100,0.1,ILSVRC2012_val_00014541,features.5.16,25,0.659809176915884
100,0.1,ILSVRC2012_val_00014541,features.5.17,26,0.6575320322036744
100,0.1,ILSVRC2012_val_00014541,features.5.18,27,0.6573356988132
100,0.1,ILSVRC2012_val_00014541,features.5.19,28,0.659062960010767
100,0.1,ILSVRC2012_val_00014541,features.5.20,29,0.6611733100235463
100,0.1,ILSVRC2012_val_00014541,features.5.21,30,0.6620323799908161
100,0.1,ILSVRC2012_val_00014541,features.5.22,31,0.6616033220469952
100,0.1,ILSVRC2012_val_00014541,features.5.23,32,0.6619843447983265
100,0.1,ILSVRC2012_val_00014541,features.5.24,33,0.6640207687437535
100,0.1,ILSVRC2012_val_00014541,features.5.25,34,0.6690134447097779
100,0.1,ILSVRC2012_val_00014541,features.5.26,35,0.6722102344691754
100,0.1,ILSVRC2012_val_00014541,features.6,36,0.7224829256176948
100,0.1,ILSVRC2012_val_00014541,features.7.0,37,0.7227060131072998
100,0.1,ILSVRC2012_val_00014541,features.7.1,38,0.7277415049850939
100,0.1,ILSVRC2012_val_00014541,features.7.2,39,0.7340200598955154
100,0.1,ILSVRC2012_val_00014541,classifier,40,0.9290777548372745
100,0.1,ILSVRC2012_val_00018922,features.0,0,0.5609407917261123
100,0.1,ILSVRC2012_val_00018922,features.1.0,1,0.49220695189852265
100,0.1,ILSVRC2012_val_00018922,features.1.1,2,0.4309644205626101
100,0.1,ILSVRC2012_val_00018922,features.1.2,3,0.3785622802399099
100,0.1,ILSVRC2012_val_00018922,features.2,4,0.3646030499078333
100,0.1,ILSVRC2012_val_00018922,features.3.0,5,0.3474030885592103
100,0.1,ILSVRC2012_val_00018922,features.3.1,6,0.33575425655096774
100,0.1,ILSVRC2012_val_00018922,features.3.2,7,0.3360834331676364
100,0.1,ILSVRC2012_val_00018922,features.4,8,0.457340317414701
100,0.1,ILSVRC2012_val_00018922,features.5.0,9,0.45758934876322743
100,0.1,ILSVRC2012_val_00018922,features.5.1,10,0.44788097789287573
100,0.1,ILSVRC2012_val_00018922,features.5.2,11,0.4422494716137647
100,0.1,ILSVRC2012_val_00018922,features.5.3,12,0.44537181330323217
100,0.1,ILSVRC2012_val_00018922,features.5.4,13,0.4592744484603405
100,0.1,ILSVRC2012_val_00018922,features.5.5,14,0.46297351002991194
100,0.1,ILSVRC2012_val_00018922,features.5.6,15,0.45403700568526983
100,0.1,ILSVRC2012_val_00018922,features.5.7,16,0.4507934100493789
100,0.1,ILSVRC2012_val_00018922,features.5.8,17,0.45070077233314515
100,0.1,ILSVRC2012_val_00018922,features.5.9,18,0.44971315402686596
100,0.1,ILSVRC2012_val_00018922,features.5.10,19,0.44869432687014343
100,0.1,ILSVRC2012_val_00018922,features.5.11,20,0.4392346772268414
100,0.1,ILSVRC2012_val_00018922,features.5.12,21,0.4308536267876625
100,0.1,ILSVRC2012_val_00018922,features.5.13,22,0.4270300043225288
100,0.1,ILSVRC2012_val_00018922,features.5.14,23,0.42574983415901657
100,0.1,ILSVRC2012_val_00018922,features.5.15,24,0.421170068924129
100,0.1,ILSVRC2012_val_00018922,features.5.16,25,0.4205540026411414
100,0.1,ILSVRC2012_val_00018922,features.5.17,26,0.41069999008178715
100,0.1,ILSVRC2012_val_00018922,features.5.18,27,0.40950286321491003
100,0.1,ILSVRC2012_val_00018922,features.5.19,28,0.4110939214169979
100,0.1,ILSVRC2012_val_00018922,features.5.20,29,0.413540085285902
100,0.1,ILSVRC2012_val_00018922,features.5.21,30,0.41829299143999815
100,0.1,ILSVRC2012_val_00018922,features.5.22,31,0.4139241357952356
100,0.1,ILSVRC2012_val_00018922,features.5.23,32,0.41635139367282387
100,0.1,ILSVRC2012_val_00018922,features.5.24,33,0.42289968080297113
100,0.1,ILSVRC2012_val_00018922,features.5.25,34,0.43326213717013595
100,0.1,ILSVRC2012_val_00018922,features.5.26,35,0.4386998382970691
100,0.1,ILSVRC2012_val_00018922,features.6,36,0.451063996270299
100,0.1,ILSVRC2012_val_00018922,features.7.0,37,0.44904153401628133
100,0.1,ILSVRC2012_val_00018922,features.7.1,38,0.44727008689939973
100,0.1,ILSVRC2012_val_00018922,features.7.2,39,0.4423023986242712
100,0.1,ILSVRC2012_val_00018922,classifier,40,0.6972336876124143
100,0.1,ILSVRC2012_val_00025924,features.0,0,0.3236820570968092
100,0.1,ILSVRC2012_val_00025924,features.1.0,1,0.31817976859025654
100,0.1,ILSVRC2012_val_00025924,features.1.1,2,0.293212568391487
100,0.1,ILSVRC2012_val_00025924,features.1.2,3,0.24878622517324983
100,0.1,ILSVRC2012_val_00025924,features.2,4,0.2827081864334643
100,0.1,ILSVRC2012_val_00025924,features.3.0,5,0.28561946926862
100,0.1,ILSVRC2012_val_00025924,features.3.1,6,0.27186855593696235
100,0.1,ILSVRC2012_val_00025924,features.3.2,7,0.25817360334992406
100,0.1,ILSVRC2012_val_00025924,features.4,8,0.36563875207677476
100,0.1,ILSVRC2012_val_00025924,features.5.0,9,0.36240784180313346
100,0.1,ILSVRC2012_val_00025924,features.5.1,10,0.36484377345666286
100,0.1,ILSVRC2012_val_00025924,features.5.2,11,0.3697365366376937
100,0.1,ILSVRC2012_val_00025924,features.5.3,12,0.37573834218755364
100,0.1,ILSVRC2012_val_00025924,features.5.4,13,0.38330160527154805
100,0.1,ILSVRC2012_val_00025924,features.5.5,14,0.3972577297911048
100,0.1,ILSVRC2012_val_00025924,features.5.6,15,0.4007234747216106
100,0.1,ILSVRC2012_val_00025924,features.5.7,16,0.4097627677001059
100,0.1,ILSVRC2012_val_00025924,features.5.8,17,0.417686859279871
100,0.1,ILSVRC2012_val_00025924,features.5.9,18,0.42285364475473763
100,0.1,ILSVRC2012_val_00025924,features.5.10,19,0.4279482426278293
100,0.1,ILSVRC2012_val_00025924,features.5.11,20,0.4235560903392732
100,0.1,ILSVRC2012_val_00025924,features.5.12,21,0.4224153515197337
100,0.1,ILSVRC2012_val_00025924,features.5.13,22,0.42312473978400233
100,0.1,ILSVRC2012_val_00025924,features.5.14,23,0.4255283680722118
